S.No,Batch,Student_id(Matrix Id),Roll No,Student Name,Gender,Shift,Section,Program,Status,Student Mobile No.,Student Email,Father Name,Father Mobile No,Mother Name,Mother Mobile No,P Address,T Address,DOB ES,DOB BS,Blood Group,Previous GPA,Previous School,Optional Subject,Local Guardain Name,Local Guardain No
165,2020,2331,,Kritika Singh,Female,Day,A,BICT,Running,9808721669.0,165abc@gmail.com,,9865542775.0,,,,,2005-08-11,27-04-2062,,,,,,
166,2020,2332,,Manash Raj Sharma,Female,Day,A,BICT,Running,9808721670.0,166abc@gmail.com,,9865542776.0,,,,,2005-08-11,27-04-2062,,,,,,
167,2020,2333,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,9808721671.0,167abc@gmail.com,,9865542777.0,,,,,2005-08-11,27-04-2062,,,,,,
168,2020,2334,,Manjari Lohani,Female,Day,A,BICT,Running,9808721672.0,168abc@gmail.com,,9865542778.0,,,,,2005-08-11,27-04-2062,,,,,,
169,2020,2335,,Miksee Rai,Female,Day,A,BICT,Running,9808721673.0,169abc@gmail.com,,9865542779.0,,,,,2005-08-11,27-04-2062,,,,,,
170,2020,2336,,Nigesh Pun,Female,Day,A,BICT,Running,9808721674.0,170abc@gmail.com,,9865542780.0,,,,,2005-08-11,27-04-2062,,,,,,
171,2020,2337,,Nishant Bhandari,Female,Day,A,BICT,Running,9808721675.0,171abc@gmail.com,,9865542781.0,,,,,2005-08-11,27-04-2062,,,,,,
172,2020,2338,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,9808721676.0,172abc@gmail.com,,9865542782.0,,,,,2005-08-11,27-04-2062,,,,,,
173,2020,2339,,Piya Gurung,Female,Day,A,BICT,Running,9808721677.0,173abc@gmail.com,,9865542783.0,,,,,2005-08-11,27-04-2062,,,,,,
174,2020,2340,,Poshan Gurung,Female,Day,A,BICT,Running,9808721678.0,174abc@gmail.com,,9865542784.0,,,,,2005-08-11,27-04-2062,,,,,,
175,2020,2341,,Prasansha Subba,Female,Day,A,BICT,Running,9808721679.0,175abc@gmail.com,,9865542785.0,,,,,2005-08-11,27-04-2062,,,,,,
176,2020,2342,,Pritishma Shah,Female,Day,A,BICT,Running,9808721680.0,176abc@gmail.com,,9865542786.0,,,,,2005-08-11,27-04-2062,,,,,,
177,2020,2343,,Samishrika Pariyar,Female,Day,A,BICT,Running,9808721681.0,177abc@gmail.com,,9865542787.0,,,,,2005-08-11,27-04-2062,,,,,,
178,2020,2344,,Sarika Koirala,Female,Day,A,BICT,Running,9808721682.0,178abc@gmail.com,,9865542788.0,,,,,2005-08-11,27-04-2062,,,,,,
179,2020,2345,,Sarthak Thapa,Female,Day,A,BICT,Running,9808721683.0,179abc@gmail.com,,9865542789.0,,,,,2005-08-11,27-04-2062,,,,,,
180,2020,2346,,Shruti Chhetri,Female,Day,A,BICT,Running,9808721684.0,180abc@gmail.com,,9865542790.0,,,,,2005-08-11,27-04-2062,,,,,,
181,2020,2347,,Smriti K.C.,Female,Day,A,BICT,Running,9808721685.0,181abc@gmail.com,,9865542791.0,,,,,2005-08-11,27-04-2062,,,,,,
182,2020,2348,,Sparsh Roka Magar,Female,Day,A,BICT,Running,9808721686.0,182abc@gmail.com,,9865542792.0,,,,,2005-08-11,27-04-2062,,,,,,
183,2020,2349,,Sulav Shrestha,Female,Day,A,BICT,Running,9808721687.0,183abc@gmail.com,,9865542793.0,,,,,2005-08-11,27-04-2062,,,,,,
184,2020,2350,,Vijita Raut,Female,Day,A,BICT,Running,9808721688.0,184abc@gmail.com,,9865542794.0,,,,,2005-08-11,27-04-2062,,,,,,
185,2020,2351,,Yaju Maharjhan,Female,Day,A,BICT,Running,9808721689.0,185abc@gmail.com,,9865542795.0,,,,,2005-08-11,27-04-2062,,,,,,
186,2020,2352,,Aakash Pal,Female,Day,A,BICT,Running,9808721690.0,186abc@gmail.com,,9865542796.0,,,,,2005-08-11,27-04-2062,,,,,,
187,2020,2353,,Aayusha Karki,Female,Day,A,BICT,Running,9808721691.0,187abc@gmail.com,,9865542797.0,,,,,2005-08-11,27-04-2062,,,,,,
188,2020,2354,,Amogh Guragai,Female,Day,A,BICT,Running,9808721692.0,188abc@gmail.com,,9865542798.0,,,,,2005-08-11,27-04-2062,,,,,,
189,2020,2355,,Ashish Sherpa,Female,Day,A,BICT,Running,9808721693.0,189abc@gmail.com,,9865542799.0,,,,,2005-08-11,27-04-2062,,,,,,
190,2020,2356,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,9808721694.0,190abc@gmail.com,,9865542800.0,,,,,2005-08-11,27-04-2062,,,,,,
191,2020,2357,,Barish Rai,Female,Day,A,BICT,Running,9808721695.0,191abc@gmail.com,,9865542801.0,,,,,2005-08-11,27-04-2062,,,,,,
192,2020,2358,,Denisha Basnet,Female,Day,A,BICT,Running,9808721696.0,192abc@gmail.com,,9865542802.0,,,,,2005-08-11,27-04-2062,,,,,,
193,2020,2359,,Gobind Mukhiya,Female,Day,A,BICT,Running,9808721697.0,193abc@gmail.com,,9865542803.0,,,,,2005-08-11,27-04-2062,,,,,,
194,2020,2360,,Jackson Shahi,Female,Day,A,BICT,Running,9808721698.0,194abc@gmail.com,,9865542804.0,,,,,2005-08-11,27-04-2062,,,,,,
195,2020,2361,,Jaya Gupta,Female,Day,A,BICT,Running,9808721699.0,195abc@gmail.com,,9865542805.0,,,,,2005-08-11,27-04-2062,,,,,,
196,2020,2362,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,9808721700.0,196abc@gmail.com,,9865542806.0,,,,,2005-08-11,27-04-2062,,,,,,
197,2020,2363,,Kaustuv Shrestha,Female,Day,A,BICT,Running,9808721701.0,197abc@gmail.com,,9865542807.0,,,,,2005-08-11,27-04-2062,,,,,,
198,2020,2364,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,9808721702.0,198abc@gmail.com,,9865542808.0,,,,,2005-08-11,27-04-2062,,,,,,
199,2020,2365,,Krishna Nepal,Female,Day,A,BICT,Running,9808721703.0,199abc@gmail.com,,9865542809.0,,,,,2005-08-11,27-04-2062,,,,,,
200,2020,2366,,Kriti Chhetri,Female,Day,A,BICT,Running,9808721704.0,200abc@gmail.com,,9865542810.0,,,,,2005-08-11,27-04-2062,,,,,,
201,2020,2367,,Kritika Khandelwal,Female,Day,A,BICT,Running,9808721705.0,201abc@gmail.com,,9865542811.0,,,,,2005-08-11,27-04-2062,,,,,,
202,2020,2368,,Kritika Singh,Female,Day,A,BICT,Running,9808721706.0,202abc@gmail.com,,9865542812.0,,,,,2005-08-11,27-04-2062,,,,,,
203,2020,2369,,Manash Raj Sharma,Female,Day,A,BICT,Running,9808721707.0,203abc@gmail.com,,9865542813.0,,,,,2005-08-11,27-04-2062,,,,,,
204,2020,2370,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,9808721708.0,204abc@gmail.com,,9865542814.0,,,,,2005-08-11,27-04-2062,,,,,,
205,2020,2371,,Manjari Lohani,Female,Day,A,BICT,Running,9808721709.0,205abc@gmail.com,,9865542815.0,,,,,2005-08-11,27-04-2062,,,,,,
206,2020,2372,,Miksee Rai,Female,Day,A,BICT,Running,9808721710.0,206abc@gmail.com,,9865542816.0,,,,,2005-08-11,27-04-2062,,,,,,
207,2020,2373,,Nigesh Pun,Female,Day,A,BICT,Running,9808721711.0,207abc@gmail.com,,9865542817.0,,,,,2005-08-11,27-04-2062,,,,,,
208,2020,2374,,Nishant Bhandari,Female,Day,A,BICT,Running,9808721712.0,208abc@gmail.com,,9865542818.0,,,,,2005-08-11,27-04-2062,,,,,,
209,2020,2375,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,9808721713.0,209abc@gmail.com,,9865542819.0,,,,,2005-08-11,27-04-2062,,,,,,
210,2020,2376,,Piya Gurung,Female,Day,A,BICT,Running,9808721714.0,210abc@gmail.com,,9865542820.0,,,,,2005-08-11,27-04-2062,,,,,,
211,2020,2377,,Poshan Gurung,Female,Day,A,BICT,Running,9808721715.0,211abc@gmail.com,,9865542821.0,,,,,2005-08-11,27-04-2062,,,,,,
212,2020,2378,,Prasansha Subba,Female,Day,A,BICT,Running,9808721716.0,212abc@gmail.com,,9865542822.0,,,,,2005-08-11,27-04-2062,,,,,,
213,2020,2379,,Pritishma Shah,Female,Day,A,BICT,Running,9808721717.0,213abc@gmail.com,,9865542823.0,,,,,2005-08-11,27-04-2062,,,,,,
214,2020,2380,,Samishrika Pariyar,Female,Day,A,BICT,Running,9808721718.0,214abc@gmail.com,,9865542824.0,,,,,2005-08-11,27-04-2062,,,,,,
215,2020,2381,,Sarika Koirala,Female,Day,A,BICT,Running,9808721719.0,215abc@gmail.com,,9865542825.0,,,,,2005-08-11,27-04-2062,,,,,,
216,2020,2382,,Sarthak Thapa,Female,Day,A,BICT,Running,9808721720.0,216abc@gmail.com,,9865542826.0,,,,,2005-08-11,27-04-2062,,,,,,
217,2020,2383,,Shruti Chhetri,Female,Day,A,BICT,Running,9808721721.0,217abc@gmail.com,,9865542827.0,,,,,2005-08-11,27-04-2062,,,,,,
218,2020,2384,,Smriti K.C.,Female,Day,A,BICT,Running,9808721722.0,218abc@gmail.com,,9865542828.0,,,,,2005-08-11,27-04-2062,,,,,,
219,2020,2385,,Sparsh Roka Magar,Female,Day,A,BICT,Running,9808721723.0,219abc@gmail.com,,9865542829.0,,,,,2005-08-11,27-04-2062,,,,,,
220,2020,2386,,Sulav Shrestha,Female,Day,A,BICT,Running,9808721724.0,220abc@gmail.com,,9865542830.0,,,,,2005-08-11,27-04-2062,,,,,,
221,2020,2387,,Vijita Raut,Female,Day,A,BICT,Running,9808721725.0,221abc@gmail.com,,9865542831.0,,,,,2005-08-11,27-04-2062,,,,,,
222,2020,2388,,Yaju Maharjhan,Female,Day,A,BICT,Running,9808721726.0,222abc@gmail.com,,9865542832.0,,,,,2005-08-11,27-04-2062,,,,,,
223,2020,2389,,Aakash Pal,Female,Day,A,BICT,Running,9808721727.0,223abc@gmail.com,,9865542833.0,,,,,2005-08-11,27-04-2062,,,,,,
224,2020,2390,,Aayusha Karki,Female,Day,A,BICT,Running,9808721728.0,224abc@gmail.com,,9865542834.0,,,,,2005-08-11,27-04-2062,,,,,,
225,2020,2391,,Amogh Guragai,Female,Day,A,BICT,Running,9808721729.0,225abc@gmail.com,,9865542835.0,,,,,2005-08-11,27-04-2062,,,,,,
226,2020,2392,,Ashish Sherpa,Female,Day,A,BICT,Running,9808721730.0,226abc@gmail.com,,9865542836.0,,,,,2005-08-11,27-04-2062,,,,,,
227,2020,2393,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,9808721731.0,227abc@gmail.com,,9865542837.0,,,,,2005-08-11,27-04-2062,,,,,,
228,2020,2394,,Barish Rai,Female,Day,A,BICT,Running,9808721732.0,228abc@gmail.com,,9865542838.0,,,,,2005-08-11,27-04-2062,,,,,,
229,2020,2395,,Denisha Basnet,Female,Day,A,BICT,Running,9808721733.0,229abc@gmail.com,,9865542839.0,,,,,2005-08-11,27-04-2062,,,,,,
230,2020,2396,,Gobind Mukhiya,Female,Day,A,BICT,Running,9808721734.0,230abc@gmail.com,,9865542840.0,,,,,2005-08-11,27-04-2062,,,,,,
231,2020,2397,,Jackson Shahi,Female,Day,A,BICT,Running,9808721735.0,231abc@gmail.com,,9865542841.0,,,,,2005-08-11,27-04-2062,,,,,,
232,2020,2398,,Jaya Gupta,Female,Day,A,BICT,Running,9808721736.0,232abc@gmail.com,,9865542842.0,,,,,2005-08-11,27-04-2062,,,,,,
233,2020,2399,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,9808721737.0,233abc@gmail.com,,9865542843.0,,,,,2005-08-11,27-04-2062,,,,,,
234,2020,2400,,Kaustuv Shrestha,Female,Day,A,BICT,Running,9808721738.0,234abc@gmail.com,,9865542844.0,,,,,2005-08-11,27-04-2062,,,,,,
235,2020,2401,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,9808721739.0,235abc@gmail.com,,9865542845.0,,,,,2005-08-11,27-04-2062,,,,,,
236,2020,2402,,Krishna Nepal,Female,Day,A,BICT,Running,9808721740.0,236abc@gmail.com,,9865542846.0,,,,,2005-08-11,27-04-2062,,,,,,
237,2020,2403,,Kriti Chhetri,Female,Day,A,BICT,Running,9808721741.0,237abc@gmail.com,,9865542847.0,,,,,2005-08-11,27-04-2062,,,,,,
238,2020,2404,,Kritika Khandelwal,Female,Day,A,BICT,Running,9808721742.0,238abc@gmail.com,,9865542848.0,,,,,2005-08-11,27-04-2062,,,,,,
239,2020,2405,,Kritika Singh,Female,Day,A,BICT,Running,9808721743.0,239abc@gmail.com,,9865542849.0,,,,,2005-08-11,27-04-2062,,,,,,
240,2020,2406,,Manash Raj Sharma,Female,Day,A,BICT,Running,9808721744.0,240abc@gmail.com,,9865542850.0,,,,,2005-08-11,27-04-2062,,,,,,
241,2020,2407,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,9808721745.0,241abc@gmail.com,,9865542851.0,,,,,2005-08-11,27-04-2062,,,,,,
242,2020,2408,,Manjari Lohani,Female,Day,A,BICT,Running,9808721746.0,242abc@gmail.com,,9865542852.0,,,,,2005-08-11,27-04-2062,,,,,,
243,2020,2409,,Miksee Rai,Female,Day,A,BICT,Running,9808721747.0,243abc@gmail.com,,9865542853.0,,,,,2005-08-11,27-04-2062,,,,,,
244,2020,2410,,Nigesh Pun,Female,Day,A,BICT,Running,9808721748.0,244abc@gmail.com,,9865542854.0,,,,,2005-08-11,27-04-2062,,,,,,
245,2020,2411,,Nishant Bhandari,Female,Day,A,BICT,Running,9808721749.0,245abc@gmail.com,,9865542855.0,,,,,2005-08-11,27-04-2062,,,,,,
246,2020,2412,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,9808721750.0,246abc@gmail.com,,9865542856.0,,,,,2005-08-11,27-04-2062,,,,,,
247,2020,2413,,Piya Gurung,Female,Day,A,BICT,Running,9808721751.0,247abc@gmail.com,,9865542857.0,,,,,2005-08-11,27-04-2062,,,,,,
248,2020,2414,,Poshan Gurung,Female,Day,A,BICT,Running,9808721752.0,248abc@gmail.com,,9865542858.0,,,,,2005-08-11,27-04-2062,,,,,,
249,2020,2415,,Prasansha Subba,Female,Day,A,BICT,Running,9808721753.0,249abc@gmail.com,,9865542859.0,,,,,2005-08-11,27-04-2062,,,,,,
250,2020,2416,,Pritishma Shah,Female,Day,A,BICT,Running,9808721754.0,250abc@gmail.com,,9865542860.0,,,,,2005-08-11,27-04-2062,,,,,,
251,2020,2417,,Samishrika Pariyar,Female,Day,A,BICT,Running,9808721755.0,251abc@gmail.com,,9865542861.0,,,,,2005-08-11,27-04-2062,,,,,,
252,2020,2418,,Sarika Koirala,Female,Day,A,BICT,Running,9808721756.0,252abc@gmail.com,,9865542862.0,,,,,2005-08-11,27-04-2062,,,,,,
253,2020,2419,,Sarthak Thapa,Female,Day,A,BICT,Running,9808721757.0,253abc@gmail.com,,9865542863.0,,,,,2005-08-11,27-04-2062,,,,,,
254,2020,2420,,Shruti Chhetri,Female,Day,A,BICT,Running,9808721758.0,254abc@gmail.com,,9865542864.0,,,,,2005-08-11,27-04-2062,,,,,,
255,2020,2421,,Smriti K.C.,Female,Day,A,BICT,Running,9808721759.0,255abc@gmail.com,,9865542865.0,,,,,2005-08-11,27-04-2062,,,,,,
256,2020,2422,,Sparsh Roka Magar,Female,Day,A,BICT,Running,9808721760.0,256abc@gmail.com,,9865542866.0,,,,,2005-08-11,27-04-2062,,,,,,
257,2020,2423,,Sulav Shrestha,Female,Day,A,BICT,Running,9808721761.0,257abc@gmail.com,,9865542867.0,,,,,2005-08-11,27-04-2062,,,,,,
258,2020,2424,,Vijita Raut,Female,Day,A,BICT,Running,9808721762.0,258abc@gmail.com,,9865542868.0,,,,,2005-08-11,27-04-2062,,,,,,
259,2020,2425,,Yaju Maharjhan,Female,Day,A,BICT,Running,9808721763.0,259abc@gmail.com,,9865542869.0,,,,,2005-08-11,27-04-2062,,,,,,
260,2020,2426,,Aakash Pal,Female,Day,A,BICT,Running,9808721764.0,260abc@gmail.com,,9865542870.0,,,,,2005-08-11,27-04-2062,,,,,,
261,2020,2427,,Aayusha Karki,Female,Day,A,BICT,Running,9808721765.0,261abc@gmail.com,,9865542871.0,,,,,2005-08-11,27-04-2062,,,,,,
262,2020,2428,,Amogh Guragai,Female,Day,A,BICT,Running,9808721766.0,262abc@gmail.com,,9865542872.0,,,,,2005-08-11,27-04-2062,,,,,,
263,2020,2429,,Ashish Sherpa,Female,Day,A,BICT,Running,9808721767.0,263abc@gmail.com,,9865542873.0,,,,,2005-08-11,27-04-2062,,,,,,
264,2020,2430,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,9808721768.0,264abc@gmail.com,,9865542874.0,,,,,2005-08-11,27-04-2062,,,,,,
265,2020,2431,,Barish Rai,Female,Day,A,BICT,Running,9808721769.0,265abc@gmail.com,,9865542875.0,,,,,2005-08-11,27-04-2062,,,,,,
266,2020,2432,,Denisha Basnet,Female,Day,A,BICT,Running,9808721770.0,266abc@gmail.com,,9865542876.0,,,,,2005-08-11,27-04-2062,,,,,,
267,2020,2433,,Gobind Mukhiya,Female,Day,A,BICT,Running,9808721771.0,267abc@gmail.com,,9865542877.0,,,,,2005-08-11,27-04-2062,,,,,,
268,2020,2434,,Jackson Shahi,Female,Day,A,BICT,Running,9808721772.0,268abc@gmail.com,,9865542878.0,,,,,2005-08-11,27-04-2062,,,,,,
269,2020,2435,,Jaya Gupta,Female,Day,A,BICT,Running,9808721773.0,269abc@gmail.com,,9865542879.0,,,,,2005-08-11,27-04-2062,,,,,,
270,2020,2436,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,9808721774.0,270abc@gmail.com,,9865542880.0,,,,,2005-08-11,27-04-2062,,,,,,
271,2020,2437,,Kaustuv Shrestha,Female,Day,A,BICT,Running,9808721775.0,271abc@gmail.com,,9865542881.0,,,,,2005-08-11,27-04-2062,,,,,,
272,2020,2438,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,9808721776.0,272abc@gmail.com,,9865542882.0,,,,,2005-08-11,27-04-2062,,,,,,
273,2020,2439,,Krishna Nepal,Female,Day,A,BICT,Running,9808721777.0,273abc@gmail.com,,9865542883.0,,,,,2005-08-11,27-04-2062,,,,,,
274,2020,2440,,Kriti Chhetri,Female,Day,A,BICT,Running,9808721778.0,274abc@gmail.com,,9865542884.0,,,,,2005-08-11,27-04-2062,,,,,,
275,2020,2441,,Kritika Khandelwal,Female,Day,A,BICT,Running,9808721779.0,275abc@gmail.com,,9865542885.0,,,,,2005-08-11,27-04-2062,,,,,,
276,2020,2442,,Kritika Singh,Female,Day,A,BICT,Running,9808721780.0,276abc@gmail.com,,9865542886.0,,,,,2005-08-11,27-04-2062,,,,,,
277,2020,2443,,Manash Raj Sharma,Female,Day,A,BICT,Running,9808721781.0,277abc@gmail.com,,9865542887.0,,,,,2005-08-11,27-04-2062,,,,,,
278,2020,2444,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,9808721782.0,278abc@gmail.com,,9865542888.0,,,,,2005-08-11,27-04-2062,,,,,,
279,2020,2445,,Manjari Lohani,Female,Day,A,BICT,Running,9808721783.0,279abc@gmail.com,,9865542889.0,,,,,2005-08-11,27-04-2062,,,,,,
280,2020,2446,,Miksee Rai,Female,Day,A,BICT,Running,,280abc@gmail.com,,9865542890.0,,,,,2005-08-11,27-04-2062,,,,,,
281,2020,2447,,Nigesh Pun,Female,Day,A,BICT,Running,,281abc@gmail.com,,9865542891.0,,,,,2005-08-11,27-04-2062,,,,,,
282,2020,2448,,Nishant Bhandari,Female,Day,A,BICT,Running,,282abc@gmail.com,,9865542892.0,,,,,2005-08-11,27-04-2062,,,,,,
283,2020,2449,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,283abc@gmail.com,,9865542893.0,,,,,2005-08-11,27-04-2062,,,,,,
284,2020,2450,,Piya Gurung,Female,Day,A,BICT,Running,,284abc@gmail.com,,9865542894.0,,,,,2005-08-11,27-04-2062,,,,,,
285,2020,2451,,Poshan Gurung,Female,Day,A,BICT,Running,,285abc@gmail.com,,9865542895.0,,,,,2005-08-11,27-04-2062,,,,,,
286,2020,2452,,Prasansha Subba,Female,Day,A,BICT,Running,,286abc@gmail.com,,9865542896.0,,,,,2005-08-11,27-04-2062,,,,,,
287,2020,2453,,Pritishma Shah,Female,Day,A,BICT,Running,,287abc@gmail.com,,9865542897.0,,,,,2005-08-11,27-04-2062,,,,,,
288,2020,2454,,Samishrika Pariyar,Female,Day,A,BICT,Running,,288abc@gmail.com,,9865542898.0,,,,,2005-08-11,27-04-2062,,,,,,
289,2020,2455,,Sarika Koirala,Female,Day,A,BICT,Running,,289abc@gmail.com,,9865542899.0,,,,,2005-08-11,27-04-2062,,,,,,
290,2020,2456,,Sarthak Thapa,Female,Day,A,BICT,Running,,290abc@gmail.com,,9865542900.0,,,,,2005-08-11,27-04-2062,,,,,,
291,2020,2457,,Shruti Chhetri,Female,Day,A,BICT,Running,,291abc@gmail.com,,9865542901.0,,,,,2005-08-11,27-04-2062,,,,,,
292,2020,2458,,Smriti K.C.,Female,Day,A,BICT,Running,,292abc@gmail.com,,9865542902.0,,,,,2005-08-11,27-04-2062,,,,,,
293,2020,2459,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,293abc@gmail.com,,9865542903.0,,,,,2005-08-11,27-04-2062,,,,,,
294,2020,2460,,Sulav Shrestha,Female,Day,A,BICT,Running,,294abc@gmail.com,,9865542904.0,,,,,2005-08-11,27-04-2062,,,,,,
295,2020,2461,,Vijita Raut,Female,Day,A,BICT,Running,,295abc@gmail.com,,9865542905.0,,,,,2005-08-11,27-04-2062,,,,,,
296,2020,2462,,Yaju Maharjhan,Female,Day,A,BICT,Running,,296abc@gmail.com,,9865542906.0,,,,,2005-08-11,27-04-2062,,,,,,
297,2020,2463,,Aakash Pal,Female,Day,A,BICT,Running,,297abc@gmail.com,,9865542907.0,,,,,2005-08-11,27-04-2062,,,,,,
298,2020,2464,,Aayusha Karki,Female,Day,A,BICT,Running,,298abc@gmail.com,,9865542908.0,,,,,2005-08-11,27-04-2062,,,,,,
299,2020,2465,,Amogh Guragai,Female,Day,A,BICT,Running,,299abc@gmail.com,,9865542909.0,,,,,2005-08-11,27-04-2062,,,,,,
300,2020,2466,,Ashish Sherpa,Female,Day,A,BICT,Running,,300abc@gmail.com,,9865542910.0,,,,,2005-08-11,27-04-2062,,,,,,
301,2020,2467,,Avyash Kurumbang Limbhu,Female,Day,A,BICT,Running,,301abc@gmail.com,,9865542911.0,,,,,2005-08-11,27-04-2062,,,,,,
302,2020,2468,,Barish Rai,Female,Day,A,BICT,Running,,302abc@gmail.com,,9865542912.0,,,,,2005-08-11,27-04-2062,,,,,,
303,2020,2469,,Denisha Basnet,Female,Day,A,BICT,Running,,303abc@gmail.com,,9865542913.0,,,,,2005-08-11,27-04-2062,,,,,,
304,2020,2470,,Gobind Mukhiya,Female,Day,A,BICT,Running,,304abc@gmail.com,,9865542914.0,,,,,2005-08-11,27-04-2062,,,,,,
305,2020,2471,,Jackson Shahi,Female,Day,A,BICT,Running,,305abc@gmail.com,,9865542915.0,,,,,2005-08-11,27-04-2062,,,,,,
306,2020,2472,,Jaya Gupta,Female,Day,A,BICT,Running,,306abc@gmail.com,,9865542916.0,,,,,2005-08-11,27-04-2062,,,,,,
307,2020,2473,,Jwalandeep Adhikari,Female,Day,A,BICT,Running,,307abc@gmail.com,,9865542917.0,,,,,2005-08-11,27-04-2062,,,,,,
308,2020,2474,,Kaustuv Shrestha,Female,Day,A,BICT,Running,,308abc@gmail.com,,9865542918.0,,,,,2005-08-11,27-04-2062,,,,,,
309,2020,2475,,Kishor Singh Bhandari,Female,Day,A,BICT,Running,,309abc@gmail.com,,9865542919.0,,,,,2005-08-11,27-04-2062,,,,,,
310,2020,2476,,Krishna Nepal,Female,Day,A,BICT,Running,,310abc@gmail.com,,9865542920.0,,,,,2005-08-11,27-04-2062,,,,,,
311,2020,2477,,Kriti Chhetri,Female,Day,A,BICT,Running,,311abc@gmail.com,,9865542921.0,,,,,2005-08-11,27-04-2062,,,,,,
312,2020,2478,,Kritika Khandelwal,Female,Day,A,BICT,Running,,312abc@gmail.com,,9865542922.0,,,,,2005-08-11,27-04-2062,,,,,,
313,2020,2479,,Kritika Singh,Female,Day,A,BICT,Running,,313abc@gmail.com,,9865542923.0,,,,,2005-08-11,27-04-2062,,,,,,
314,2020,2480,,Manash Raj Sharma,Female,Day,A,BICT,Running,,314abc@gmail.com,,9865542924.0,,,,,2005-08-11,27-04-2062,,,,,,
315,2020,2481,,Manik Sharma Bhattarai,Female,Day,A,BICT,Running,,315abc@gmail.com,,9865542925.0,,,,,2005-08-11,27-04-2062,,,,,,
316,2020,2482,,Manjari Lohani,Female,Day,A,BICT,Running,,316abc@gmail.com,,9865542926.0,,,,,2005-08-11,27-04-2062,,,,,,
317,2020,2483,,Miksee Rai,Female,Day,A,BICT,Running,,317abc@gmail.com,,9865542927.0,,,,,2005-08-11,27-04-2062,,,,,,
318,2020,2484,,Nigesh Pun,Female,Day,A,BICT,Running,,318abc@gmail.com,,9865542928.0,,,,,2005-08-11,27-04-2062,,,,,,
319,2020,2485,,Nishant Bhandari,Female,Day,A,BICT,Running,,319abc@gmail.com,,9865542929.0,,,,,2005-08-11,27-04-2062,,,,,,
320,2020,2486,,Paarth Man Singh Basnyat,Female,Day,A,BICT,Running,,320abc@gmail.com,,9865542930.0,,,,,2005-08-11,27-04-2062,,,,,,
321,2020,2487,,Piya Gurung,Female,Day,A,BICT,Running,,321abc@gmail.com,,9865542931.0,,,,,2005-08-11,27-04-2062,,,,,,
322,2020,2488,,Poshan Gurung,Female,Day,A,BICT,Running,,322abc@gmail.com,,9865542932.0,,,,,2005-08-11,27-04-2062,,,,,,
323,2020,2489,,Prasansha Subba,Female,Day,A,BICT,Running,,323abc@gmail.com,,9865542933.0,,,,,2005-08-11,27-04-2062,,,,,,
324,2020,2490,,Pritishma Shah,Female,Day,A,BICT,Running,,324abc@gmail.com,,9865542934.0,,,,,2005-08-11,27-04-2062,,,,,,
325,2020,2491,,Samishrika Pariyar,Female,Day,A,BICT,Running,,325abc@gmail.com,,9865542935.0,,,,,2005-08-11,27-04-2062,,,,,,
326,2020,2492,,Sarika Koirala,Female,Day,A,BICT,Running,,326abc@gmail.com,,9865542936.0,,,,,2005-08-11,27-04-2062,,,,,,
327,2020,2493,,Sarthak Thapa,Female,Day,A,BICT,Running,,327abc@gmail.com,,9865542937.0,,,,,2005-08-11,27-04-2062,,,,,,
328,2020,2494,,Shruti Chhetri,Female,Day,A,BICT,Running,,328abc@gmail.com,,9865542938.0,,,,,2005-08-11,27-04-2062,,,,,,
329,2020,2495,,Smriti K.C.,Female,Day,A,BICT,Running,,329abc@gmail.com,,9865542939.0,,,,,2005-08-11,27-04-2062,,,,,,
330,2020,2496,,Sparsh Roka Magar,Female,Day,A,BICT,Running,,330abc@gmail.com,,9865542940.0,,,,,2005-08-11,27-04-2062,,,,,,
331,2020,2497,,Sulav Shrestha,Female,Day,A,BICT,Running,,331abc@gmail.com,,9865542941.0,,,,,2005-08-11,27-04-2062,,,,,,
332,2020,2498,,Vijita Raut,Female,Day,A,BICT,Running,,332abc@gmail.com,,9865542942.0,,,,,2005-08-11,27-04-2062,,,,,,
333,2020,2499,,Yaju Maharjhan,Female,Day,A,BICT,Running,,333abc@gmail.com,,9865542943.0,,,,,2005-08-11,27-04-2062,,,,,,
334,2020,2500,,Aakash Pal,Female,Day,A,BICT,Running,,334abc@gmail.com,,9865542944.0,,,,,2005-08-11,27-04-2062,,,,,,
